Intern_ID,Task_Completion_Time_Hrs,Feedback_Rating,Attendance_Percentage,Performance
9795,10.88,2.5,19.26,0.37
9796,14.63,4.0,93.79,0.44
9797,10.23,1.2,6.99,0.23
9798,6.81,1.5,21.64,0.38
9799,8.37,2.3,61.37,0.42
9800,15.76,1.7,90.6,0.11
9801,9.2,2.0,51.88,0.36
9802,10.11,2.9,87.75,0.44
9803,8.88,2.0,50.68,0.37
9804,14.51,3.2,90.02,0.34
9805,4.98,4.6,89.56,0.82
9806,4.95,1.4,57.86,0.42
9807,3.32,4.0,30.66,0.8
9808,1.83,3.4,52.23,0.77
9809,11.18,4.9,93.04,0.66
9810,12.01,1.6,93.62,0.22
9811,4.18,4.8,88.97,0.87
9812,2.46,2.4,29.73,0.63
9813,13.72,2.9,48.56,0.33
9814,1.29,2.2,21.85,0.64
9815,12.91,2.6,2.14,0.32
9816,9.08,2.9,55.77,0.48
9817,9.97,4.6,4.4,0.66
9818,11.47,2.1,18.5,0.3
9819,11.99,3.4,12.43,0.45
9820,10.14,3.2,25.58,0.48
9821,14.85,4.8,85.3,0.53
9822,14.93,4.2,37.87,0.45
9823,11.47,1.5,27.44,0.22
9824,7.55,1.2,39.71,0.31
9825,11.02,3.1,19.75,0.44
9826,10.66,2.4,74.32,0.36
9827,5.78,1.3,92.35,0.38
9828,9.38,2.1,83.82,0.37
9829,1.43,4.8,48.62,0.96
9830,2.3,3.8,87.62,0.81
9831,13.46,1.5,13.69,0.16
9832,13.14,3.8,41.35,0.46
9833,1.78,1.8,29.73,0.57
9834,13.42,2.9,15.24,0.34
9835,13.62,1.2,82.67,0.12
9836,12.26,4.4,71.97,0.56
9837,11.77,3.3,55.99,0.44
9838,2.28,3.0,80.9,0.71
9839,8.47,3.5,39.1,0.57
9840,1.8,4.6,43.34,0.92
9841,4.59,1.7,32.21,0.47
9842,4.39,4.8,42.17,0.87
9843,7.3,2.5,43.93,0.48
9844,15.13,2.8,58.44,0.27
9845,15.16,2.6,73.47,0.24
9846,4.95,2.2,25.08,0.52
9847,2.43,1.3,74.94,0.49
9848,14.02,4.6,25.98,0.53
9849,4.0,3.1,8.45,0.67
9850,14.96,3.9,84.02,0.41
9851,5.34,1.7,31.96,0.45
9852,5.63,1.5,47.88,0.41
9853,6.63,1.4,68.89,0.37
9854,13.65,3.5,11.88,0.4
9855,5.47,3.0,99.55,0.61
9856,10.24,1.5,71.87,0.26
9857,8.36,3.3,97.35,0.55
9858,14.37,4.1,84.69,0.46
9859,8.6,4.6,28.24,0.7
9860,11.57,4.5,49.97,0.6
9861,13.41,4.9,88.02,0.59
9862,7.39,3.9,1.11,0.66
9863,10.24,3.7,16.17,0.54
9864,10.95,1.6,48.11,0.25
9865,14.56,2.0,64.3,0.19
9866,16.27,3.8,55.07,0.36
9867,14.8,5.0,72.18,0.55
9868,12.74,4.5,14.88,0.56
9869,12.69,4.0,64.72,0.5
9870,3.93,4.7,43.88,0.87
9871,15.25,3.2,47.13,0.32
9872,4.66,3.5,85.98,0.69
9873,15.76,2.2,5.58,0.17
9874,7.49,4.1,11.24,0.68
9875,5.19,1.3,31.0,0.4
9876,5.69,3.2,48.29,0.62
9877,4.91,1.6,18.09,0.45
9878,16.49,3.4,66.98,0.3
9879,12.99,4.2,56.4,0.51
9880,9.11,1.7,47.65,0.33
9881,3.21,2.0,63.72,0.55
9882,16.37,4.7,9.5,0.47
9883,14.87,1.5,85.5,0.12
9884,2.73,1.5,51.27,0.51
9885,5.76,3.3,71.17,0.63
9886,12.98,1.7,77.06,0.2
9887,12.97,2.5,96.49,0.3
9888,16.45,3.5,64.23,0.31
9889,5.1,2.6,49.11,0.57
9890,1.61,2.2,78.02,0.63
9891,2.58,4.0,19.11,0.82
9892,14.25,1.8,90.84,0.17
9893,14.81,2.1,11.46,0.19
9894,8.2,2.5,79.91,0.46
9895,9.57,1.6,44.48,0.3
9896,10.67,4.4,49.47,0.61
9897,2.89,4.2,32.42,0.84
9898,11.5,4.3,46.37,0.57
9899,12.32,1.2,0.73,0.16
9900,5.66,3.4,53.56,0.65
9901,14.74,3.1,63.89,0.32
9902,7.5,3.6,62.58,0.62
9903,1.77,1.9,65.57,0.59
9904,4.6,3.2,69.42,0.66
9905,14.74,4.8,83.75,0.53
9906,3.34,1.8,42.05,0.52
9907,15.2,3.0,35.92,0.29
9908,4.29,4.7,55.19,0.86
9909,2.39,3.8,81.94,0.81
9910,3.24,1.8,70.43,0.53
9911,12.48,2.2,46.36,0.28
9912,6.13,3.6,60.87,0.66
9913,1.42,3.4,3.66,0.79
9914,1.04,4.3,49.84,0.91
9915,11.37,2.6,82.41,0.37
9916,1.65,3.2,67.54,0.75
9917,10.03,4.4,32.75,0.63
9918,1.67,3.3,88.97,0.77
9919,14.13,3.7,82.52,0.41
9920,2.05,2.9,8.52,0.7
9921,13.37,2.6,35.52,0.3
9922,10.14,4.5,61.97,0.64
9923,13.75,2.6,52.08,0.29
9924,13.1,3.9,28.4,0.47
9925,12.74,3.7,2.56,0.46
9926,8.26,1.4,9.21,0.32
9927,3.5,5.0,66.41,0.92
9928,9.65,2.2,48.92,0.37
9929,16.43,1.7,42.13,0.09
9930,14.58,4.7,25.25,0.52
9931,12.77,2.9,28.41,0.36
9932,13.28,2.3,5.91,0.27
9933,15.39,2.2,37.88,0.19
9934,4.67,1.8,75.67,0.48
9935,11.39,3.7,3.15,0.5
9936,5.98,5.0,90.51,0.84
9937,5.13,3.2,25.75,0.64
9938,15.02,3.5,91.12,0.36
9939,6.03,1.8,55.69,0.44
9940,9.43,3.0,36.31,0.48
9941,10.19,1.8,91.33,0.3
9942,11.22,1.3,73.66,0.21
9943,7.73,4.6,92.04,0.73
9944,5.92,4.3,57.94,0.75
9945,7.22,4.6,37.01,0.75
9946,16.16,4.6,51.47,0.46
9947,1.47,3.9,12.66,0.85
9948,4.72,2.0,72.43,0.51
9949,9.33,4.9,83.92,0.72
9950,2.51,4.2,79.15,0.85
9951,5.21,1.3,29.93,0.4
9952,7.65,3.9,94.7,0.65
9953,5.78,2.5,63.44,0.53
9954,10.21,1.9,76.35,0.32
9955,10.71,2.9,5.71,0.42
9956,11.22,2.0,8.77,0.3
9957,11.44,4.4,2.59,0.59
9958,1.98,2.3,24.02,0.63
9959,12.26,4.8,0.44,0.61
9960,12.9,4.6,60.23,0.57
9961,12.44,1.7,44.28,0.22
9962,13.9,1.2,17.37,0.11
9963,16.35,3.5,61.37,0.32
9964,5.85,4.0,62.19,0.72
9965,5.35,4.8,92.26,0.83
9966,15.68,4.5,59.73,0.46
9967,9.38,1.9,31.0,0.34
9968,5.98,4.8,82.71,0.81
9969,14.06,3.6,81.6,0.4
9970,4.19,4.8,17.62,0.87
9971,12.34,4.3,39.64,0.55
9972,4.53,1.6,86.36,0.46
9973,8.1,2.7,86.86,0.48
9974,4.24,4.0,53.36,0.77
9975,11.87,2.8,58.71,0.37
9976,12.71,2.2,36.56,0.27
9977,6.76,1.6,68.65,0.39
9978,14.62,4.0,10.57,0.44
9979,11.3,2.9,35.04,0.41
9980,14.15,1.4,15.52,0.13
9981,6.32,4.2,14.48,0.73
9982,2.89,2.4,56.65,0.61
9983,1.06,1.6,18.49,0.57
9984,4.45,3.4,88.12,0.69
9985,5.37,1.3,47.35,0.4
9986,1.19,4.8,20.81,0.97
9987,12.54,4.4,9.76,0.55
9988,2.89,3.1,39.69,0.7
9989,2.28,3.8,54.07,0.81
9990,9.9,2.3,16.62,0.38
9991,4.23,3.8,29.58,0.75
9992,1.89,3.0,95.25,0.72
9993,15.25,1.7,19.23,0.13
9994,8.18,4.4,40.31,0.69
9995,12.64,4.2,41.72,0.52
9996,9.45,2.3,32.2,0.39
9997,15.24,3.9,85.55,0.4
9998,10.85,1.9,28.65,0.29
9999,14.26,5.0,87.2,0.57
10000,4.44,2.1,94.92,0.53
10001,7.95,1.3,47.38,0.31
10002,11.38,4.5,21.32,0.6
10003,3.59,4.4,32.64,0.84
10004,2.79,3.7,5.92,0.78
10005,12.97,4.5,92.05,0.55
10006,5.79,3.7,3.16,0.68
10007,4.75,3.6,46.91,0.7
10008,11.92,2.6,16.39,0.35
10009,14.42,4.5,50.48,0.5
10010,11.59,2.3,55.43,0.32
10011,5.49,3.2,50.51,0.63
10012,10.47,3.8,21.42,0.54
10013,9.79,3.1,73.55,0.48
10014,3.16,2.3,2.98,0.59
10015,15.6,4.0,63.42,0.4
10016,11.0,2.9,19.52,0.41
10017,7.89,1.6,83.04,0.35
10018,13.67,2.5,55.24,0.28
10019,4.6,3.8,43.66,0.73
10020,8.94,2.3,42.51,0.41
10021,10.32,4.1,41.76,0.59
10022,16.18,2.1,2.18,0.15
10023,1.65,4.5,32.56,0.92
10024,6.95,3.3,51.86,0.6
10025,15.39,4.5,45.98,0.47
10026,16.29,3.4,1.84,0.31
10027,9.63,2.0,56.37,0.35
10028,5.06,3.7,79.71,0.71
10029,12.73,2.7,80.45,0.33
10030,14.96,3.3,91.75,0.34
10031,4.54,2.0,97.03,0.51
10032,6.55,3.2,35.53,0.6
10033,15.16,1.1,67.52,0.06
10034,4.67,4.0,80.99,0.76
10035,5.4,4.3,10.55,0.77
10036,10.03,2.9,60.52,0.45
10037,7.86,2.3,31.44,0.44
10038,7.13,2.0,19.1,0.43
10039,1.71,3.9,77.47,0.84
10040,3.41,4.5,86.41,0.86
10041,11.26,1.8,89.95,0.27
10042,16.44,2.6,11.25,0.2
10043,13.2,3.8,6.28,0.46
10044,11.17,2.9,33.03,0.41
10045,6.73,2.0,37.91,0.44
10046,2.31,1.4,11.58,0.51
10047,7.17,4.4,94.92,0.73
10048,13.11,1.4,10.39,0.16
10049,7.64,4.3,73.73,0.7
10050,3.05,2.9,69.26,0.67
10051,3.07,3.4,11.37,0.73
10052,14.89,2.9,67.17,0.29
10053,6.82,4.3,40.98,0.72
10054,5.11,3.9,53.56,0.73
10055,15.39,3.0,41.28,0.29
10056,16.05,1.5,18.64,0.08
10057,10.01,3.7,81.98,0.55
10058,12.84,2.8,78.78,0.34
10059,8.74,2.6,67.77,0.45
10060,6.93,3.8,85.77,0.66
10061,5.7,4.2,68.32,0.75
10062,9.91,3.7,42.7,0.55
10063,15.68,4.5,72.12,0.46
10064,3.21,4.6,49.02,0.88
10065,12.48,4.6,85.39,0.58
10066,3.76,3.9,84.38,0.77
10067,13.47,1.0,85.19,0.1
10068,6.59,2.5,45.79,0.51
10069,12.12,3.4,45.56,0.44
10070,2.89,2.4,88.02,0.61
10071,6.8,3.3,57.23,0.6
10072,8.93,1.5,3.97,0.31
10073,3.74,2.9,11.94,0.65
10074,8.75,3.6,28.34,0.57
10075,4.16,2.2,0.67,0.55
10076,11.12,5.0,71.19,0.67
10077,2.22,3.0,94.86,0.71
10078,2.2,2.7,60.39,0.67
10079,5.88,4.5,68.46,0.78
10080,15.21,4.3,6.97,0.45
10081,14.93,1.3,69.83,0.09
10082,10.82,3.8,28.04,0.53
10083,5.43,1.2,68.96,0.38
10084,16.15,4.2,51.57,0.41
10085,3.1,5.0,48.72,0.93
10086,11.85,3.6,40.6,0.48
10087,1.7,2.1,25.57,0.61
10088,12.67,4.8,94.35,0.6
10089,8.64,1.5,18.86,0.32
10090,7.06,4.3,8.02,0.72
10091,13.05,4.7,99.92,0.57
10092,3.24,1.4,29.83,0.48
10093,9.72,1.2,65.98,0.24
10094,9.37,3.2,88.5,0.51
10095,11.8,3.5,38.54,0.46
10096,2.89,2.0,86.62,0.56
10097,3.55,2.2,4.26,0.57
10098,15.45,3.5,74.54,0.35
10099,10.66,2.2,23.92,0.34
10100,14.72,1.7,43.22,0.14
10101,11.47,4.4,43.76,0.59
10102,5.59,1.4,53.83,0.4
10103,13.42,4.0,80.68,0.47
10104,12.93,4.1,0.71,0.5
10105,1.95,2.4,66.15,0.64
10106,8.87,1.3,55.45,0.28
10107,14.13,3.3,47.11,0.36
10108,6.32,4.4,38.49,0.75
10109,8.06,4.9,39.05,0.76
10110,10.18,3.1,68.85,0.47
10111,6.16,4.7,75.05,0.8
10112,12.9,4.4,46.09,0.54
10113,6.14,1.5,46.56,0.4
10114,9.5,4.9,3.76,0.71
10115,6.99,2.3,96.02,0.47
10116,11.18,1.9,62.08,0.28
10117,8.25,1.2,20.0,0.29
10118,5.12,3.3,67.84,0.65
10119,4.17,3.0,74.24,0.65
10120,2.12,4.6,62.12,0.91
10121,5.74,3.2,99.28,0.62
10122,10.88,4.6,91.75,0.63
10123,7.54,1.2,2.27,0.31
10124,5.01,3.4,1.84,0.67
10125,12.59,4.7,44.97,0.59
10126,14.46,3.6,82.26,0.39
10127,12.28,1.2,46.7,0.16
10128,4.35,2.0,82.4,0.52
10129,5.67,4.8,91.02,0.82
10130,5.05,4.1,51.96,0.76
10131,14.35,4.6,1.36,0.52
10132,1.53,1.8,90.93,0.58
10133,14.41,4.5,95.45,0.5
10134,13.67,4.4,49.9,0.52
10135,4.12,1.1,84.08,0.41
10136,12.64,4.5,63.47,0.56
10137,6.3,3.0,41.3,0.58
10138,10.59,4.4,99.71,0.62
10139,15.17,3.3,43.51,0.33
10140,8.67,2.4,35.76,0.43
10141,4.1,3.4,70.26,0.7
10142,14.7,1.8,38.43,0.16
10143,3.98,2.5,13.9,0.59
10144,7.91,4.4,94.18,0.7
10145,15.87,4.7,95.74,0.48
10146,9.98,1.6,18.05,0.29
10147,16.24,3.2,37.72,0.28
10148,6.12,4.9,53.01,0.82
10149,15.53,4.5,99.15,0.47
10150,12.3,2.8,93.81,0.36
10151,8.61,1.3,67.82,0.29
10152,3.44,1.9,85.36,0.53
10153,2.35,1.7,44.63,0.54
10154,1.35,2.8,42.7,0.71
10155,14.42,1.7,44.68,0.15
10156,6.38,1.5,44.53,0.39
10157,3.98,3.5,55.43,0.72
10158,9.4,1.3,80.75,0.27
10159,16.25,5.0,38.23,0.51
10160,8.43,1.4,47.5,0.31
10161,13.94,3.3,44.79,0.37
10162,16.4,3.5,50.35,0.32
10163,9.69,4.8,15.8,0.69
10164,10.78,4.6,66.94,0.63
10165,6.55,1.8,54.05,0.42
10166,2.18,3.3,72.42,0.75
10167,8.78,3.0,69.95,0.5
10168,13.79,2.5,90.08,0.27
10169,12.27,3.8,98.86,0.49
10170,2.61,4.3,44.32,0.86
10171,8.91,2.7,66.22,0.46
10172,12.79,2.0,30.76,0.24
10173,5.84,4.8,94.59,0.82
10174,14.52,4.8,57.83,0.54
10175,10.69,2.3,18.35,0.35
10176,7.7,3.0,81.67,0.53
10177,11.79,2.5,86.45,0.34
10178,16.3,4.7,33.75,0.47
10179,4.36,3.5,41.98,0.7
10180,8.81,2.2,75.82,0.4
10181,9.58,3.2,25.77,0.5
10182,14.02,4.0,74.09,0.46
10183,7.71,2.8,33.16,0.51
10184,5.94,4.3,24.94,0.75
10185,5.11,3.1,46.37,0.63
10186,8.51,3.2,78.49,0.53
10187,8.19,2.0,71.15,0.39
10188,1.02,3.2,76.45,0.77
10189,4.12,2.6,39.94,0.6
10190,12.87,4.0,11.3,0.49
10191,15.69,4.9,87.88,0.51
10192,1.83,3.5,81.93,0.79
10193,2.58,4.1,86.87,0.84
10194,13.26,3.0,9.96,0.35
10195,8.87,4.6,65.92,0.7
10196,15.13,1.0,5.69,0.04
10197,1.45,1.6,26.52,0.56
10198,11.98,1.8,62.34,0.25
10199,15.61,4.2,53.23,0.43
10200,3.83,4.3,38.08,0.82
10201,15.38,4.9,36.72,0.52
10202,12.8,5.0,39.65,0.62
10203,3.33,3.5,41.9,0.74
10204,11.52,3.0,33.33,0.41
10205,3.56,2.5,10.96,0.6
10206,10.72,4.0,72.7,0.56
10207,9.1,3.6,95.85,0.56
10208,9.36,2.4,52.01,0.41
10209,2.58,3.4,18.51,0.75
10210,4.06,3.1,89.36,0.66
10211,5.44,2.3,1.18,0.52
10212,13.65,1.1,7.48,0.1
10213,10.89,3.7,61.25,0.52
10214,13.95,3.9,72.04,0.44
10215,12.22,1.5,32.01,0.2
10216,2.09,2.5,8.76,0.65
10217,6.62,2.4,27.03,0.49
10218,1.49,1.9,38.32,0.6
10219,10.12,1.0,80.68,0.21
10220,16.15,1.6,60.19,0.09
10221,12.6,2.1,46.92,0.26
10222,2.43,4.9,4.22,0.94
10223,6.96,3.5,76.47,0.62
10224,10.01,3.2,14.2,0.48
10225,11.44,3.1,36.31,0.43
10226,2.13,2.5,3.47,0.65
10227,2.42,4.7,1.99,0.92
10228,2.93,2.3,41.81,0.6
10229,6.15,1.5,15.04,0.4
10230,8.4,3.9,97.85,0.62
10231,7.04,2.8,44.56,0.53
10232,16.16,4.7,56.11,0.47
10233,6.46,2.4,25.72,0.5
10234,2.26,3.9,94.05,0.82
10235,11.3,2.6,66.59,0.37
10236,15.08,2.3,12.1,0.21
10237,10.36,4.7,71.4,0.66
10238,7.08,1.5,71.36,0.37
10239,7.81,2.7,58.61,0.49
10240,1.98,1.6,34.69,0.54
10241,15.75,4.6,25.31,0.47
10242,14.11,2.2,92.33,0.23
10243,2.66,2.2,57.05,0.6
10244,10.22,1.7,4.14,0.29
10245,9.23,3.1,45.17,0.5
10246,13.71,3.4,83.2,0.39
10247,2.63,3.1,98.45,0.71
10248,15.13,1.6,0.31,0.12
10249,10.99,3.8,25.81,0.53
10250,2.11,4.7,11.72,0.93
10251,5.92,4.1,65.92,0.73
10252,10.95,3.0,80.36,0.43
10253,5.74,3.5,20.83,0.66
10254,4.46,4.8,10.37,0.86
10255,2.74,3.1,27.56,0.71
10256,7.5,3.1,81.04,0.55
10257,8.5,1.5,32.88,0.32
10258,7.49,3.0,23.35,0.54
10259,7.54,3.3,19.61,0.58
10260,4.63,4.2,46.41,0.78
10261,13.88,3.6,63.3,0.41
10262,13.77,4.2,18.39,0.49
10263,7.55,2.8,13.42,0.51
10264,3.33,4.6,10.71,0.87
10265,12.79,2.1,24.61,0.26
10266,14.33,3.8,14.55,0.42
10267,1.45,2.3,74.03,0.65
10268,15.32,2.1,61.03,0.18
10269,10.8,2.6,75.88,0.38
10270,12.88,3.8,39.92,0.47
10271,2.8,1.1,80.7,0.45
10272,12.59,4.3,34.84,0.54
10273,4.41,4.6,64.35,0.84
10274,2.7,4.9,79.44,0.93
10275,1.94,4.3,10.99,0.88
10276,2.9,3.7,61.93,0.78
10277,10.0,4.7,93.33,0.67
10278,6.72,1.5,24.9,0.38
10279,10.1,2.0,90.26,0.33
10280,5.76,1.1,23.31,0.36
10281,3.15,3.5,73.95,0.74
10282,10.55,4.5,37.06,0.63
10283,14.68,3.7,42.33,0.4
10284,12.39,4.6,96.28,0.58
10285,6.8,2.4,25.76,0.49
10286,11.56,3.1,31.33,0.42
10287,4.62,3.6,51.04,0.71
10288,11.78,1.6,87.13,0.23
10289,12.02,4.7,84.92,0.61
10290,1.53,2.4,97.62,0.66
10291,12.64,3.0,39.99,0.37
10292,11.42,2.4,29.48,0.34
10293,14.78,4.3,22.98,0.47
10294,9.92,1.8,34.65,0.31
10295,10.72,4.1,78.97,0.57
10296,9.71,3.2,22.37,0.49
10297,2.98,2.6,60.77,0.64
10298,4.95,2.4,14.55,0.55
10299,13.77,4.1,75.47,0.48
10300,16.38,1.3,78.54,0.04
10301,14.89,2.7,50.48,0.26
10302,14.49,2.6,72.36,0.26
10303,12.2,2.2,94.54,0.29
10304,3.94,1.3,82.19,0.44
10305,5.68,4.2,92.94,0.75
10306,13.9,4.7,43.56,0.55
10307,10.95,3.5,44.56,0.49
10308,15.12,1.3,60.81,0.08
10309,6.52,1.7,86.81,0.41
10310,3.15,2.5,0.56,0.62
10311,3.76,3.8,1.03,0.76
10312,15.69,4.0,51.28,0.4
10313,13.78,1.4,61.13,0.14
10314,12.9,2.6,84.91,0.32
10315,10.39,3.8,4.39,0.55
10316,7.85,4.6,33.52,0.73
10317,3.04,4.9,78.66,0.92
10318,3.44,2.6,7.31,0.62
10319,4.09,2.2,9.08,0.55
10320,5.58,3.5,83.17,0.66
10321,7.43,3.4,98.9,0.59
10322,14.01,4.8,85.63,0.56
10323,6.64,4.0,13.02,0.69
10324,5.25,3.9,6.51,0.73
10325,1.25,1.4,59.15,0.54
10326,14.47,2.5,80.41,0.25
10327,10.43,3.8,27.1,0.55
10328,7.18,2.4,26.94,0.48
10329,11.68,2.2,48.6,0.31
10330,1.76,5.0,31.98,0.98
10331,15.06,3.4,50.67,0.35
10332,4.79,3.7,22.14,0.72
10333,9.94,3.7,23.84,0.55
10334,11.39,3.1,63.08,0.43
10335,14.9,1.0,68.07,0.05
10336,12.13,1.2,86.62,0.17
10337,12.36,2.0,8.52,0.26
10338,10.66,2.2,65.97,0.34
10339,1.66,3.5,3.88,0.79
10340,3.4,3.9,70.2,0.79
10341,15.1,3.1,93.75,0.31
10342,16.34,4.5,25.42,0.44
10343,2.13,1.5,33.58,0.53
10344,3.49,3.6,52.95,0.74
10345,3.48,4.5,69.28,0.86
10346,10.91,1.8,98.83,0.28
10347,5.55,1.8,74.16,0.45
10348,8.09,1.7,70.54,0.36
10349,8.01,2.2,82.42,0.42
10350,8.94,1.5,69.66,0.31
10351,4.79,1.9,96.98,0.49
10352,6.88,3.2,13.48,0.59
10353,1.72,1.5,20.27,0.54
10354,1.79,2.3,45.9,0.64
10355,13.11,1.0,70.62,0.11
10356,15.78,1.0,45.45,0.02
10357,4.01,2.6,32.88,0.6
10358,13.0,2.7,37.04,0.33
10359,10.36,2.3,52.16,0.36
10360,11.76,1.0,62.44,0.15
10361,1.6,2.5,19.16,0.67
10362,12.77,2.0,35.0,0.25
10363,2.95,1.3,40.36,0.47
10364,12.08,1.8,14.56,0.24
10365,7.24,2.4,33.71,0.47
10366,15.69,3.4,24.38,0.33
10367,15.93,2.3,17.29,0.18
10368,3.22,3.2,79.42,0.7
10369,8.06,1.7,83.12,0.36
10370,4.09,2.0,14.0,0.53
10371,11.49,2.4,80.95,0.34
10372,15.62,4.2,43.56,0.43
10373,14.11,3.2,86.79,0.35
10374,12.25,2.4,88.58,0.31
10375,2.99,4.9,9.14,0.92
10376,8.11,4.9,71.86,0.76
10377,2.02,4.4,4.92,0.89
10378,4.91,2.7,83.71,0.59
10379,8.79,1.9,40.96,0.36
10380,12.28,1.6,17.61,0.21
10381,14.92,4.0,34.97,0.43
10382,2.01,1.9,9.58,0.58
10383,1.46,2.9,89.87,0.72
10384,11.53,1.7,54.54,0.25
10385,14.09,4.7,82.66,0.54
10386,1.38,3.3,68.64,0.78
10387,15.86,3.1,50.2,0.28
10388,1.0,2.4,61.67,0.68
10389,4.34,5.0,90.07,0.89
10390,8.77,2.5,67.42,0.44
10391,12.34,3.1,50.61,0.4
10392,3.88,4.5,49.85,0.84
10393,14.61,3.2,10.84,0.34
10394,2.68,4.7,34.63,0.91
10395,16.22,3.2,77.53,0.28
10396,3.16,3.0,58.16,0.68
10397,8.26,1.6,17.89,0.34
10398,13.37,3.1,42.96,0.36
10399,16.19,4.9,95.06,0.5
10400,16.1,4.8,38.51,0.49
10401,2.05,3.5,56.76,0.78
10402,4.2,3.6,71.61,0.72
10403,1.71,3.4,18.98,0.78
10404,3.27,1.6,52.74,0.5
10405,12.99,2.4,41.11,0.29
10406,6.69,2.9,6.9,0.55
10407,12.66,4.9,79.77,0.61
10408,7.57,3.7,41.49,0.63
10409,4.47,3.7,70.15,0.73
10410,1.97,1.5,78.13,0.53
10411,12.3,2.2,32.17,0.29
10412,5.12,2.3,75.15,0.53
10413,5.99,2.6,35.63,0.54
10414,6.7,4.0,79.88,0.69
10415,11.9,1.7,26.98,0.24
10416,15.34,2.5,88.88,0.22
10417,4.49,3.9,95.52,0.75
10418,9.08,4.1,28.42,0.63
10419,2.29,3.0,95.1,0.71
10420,2.7,4.7,79.02,0.91
10421,14.64,2.5,19.35,0.25
10422,10.31,4.0,99.88,0.57
10423,8.08,1.8,36.83,0.37
10424,8.05,4.1,24.39,0.66
10425,3.9,2.8,12.07,0.63
10426,11.49,1.2,71.62,0.19
10427,15.67,1.7,17.48,0.11
10428,1.32,3.6,59.98,0.81
10429,3.3,3.9,49.49,0.79
10430,3.09,1.4,73.09,0.48
10431,13.72,2.5,87.65,0.28
10432,13.09,1.4,6.22,0.16
10433,4.72,2.9,3.96,0.62
10434,11.26,2.3,40.03,0.33
10435,2.04,2.0,45.18,0.59
10436,12.04,4.4,44.95,0.57
10437,4.3,1.7,77.59,0.48
10438,9.1,1.6,21.46,0.31
10439,2.4,4.3,39.12,0.87
10440,1.01,3.4,43.76,0.8
10441,5.22,4.1,57.37,0.75
10442,14.27,4.3,18.63,0.48
10443,3.83,3.3,44.32,0.7
10444,10.0,1.3,37.06,0.25
10445,9.18,4.0,60.71,0.61
10446,6.97,4.0,3.86,0.68
10447,1.86,3.1,36.18,0.73
10448,7.8,1.8,35.42,0.38
10449,13.78,3.9,24.99,0.45
10450,10.54,2.0,31.56,0.32
10451,13.59,4.2,0.95,0.49
10452,8.78,1.6,2.71,0.32
10453,12.37,3.7,89.37,0.47
10454,5.37,2.7,99.33,0.57
10455,9.15,3.2,80.15,0.51
10456,15.29,4.4,26.86,0.46
10457,1.63,1.1,6.8,0.49
10458,1.2,1.9,34.04,0.61
10459,3.44,2.6,87.59,0.62
10460,1.9,1.6,49.19,0.55
10461,8.63,4.8,37.24,0.73
10462,13.94,1.5,58.36,0.15
10463,13.77,4.9,10.4,0.58
10464,12.2,3.5,97.4,0.45
10465,10.41,2.1,44.27,0.33
10466,6.26,1.4,68.09,0.38
10467,6.11,1.6,88.52,0.41
10468,4.23,2.0,80.98,0.52
10469,15.45,1.7,77.04,0.12
10470,15.42,4.3,65.09,0.45
10471,4.69,1.8,42.8,0.48
10472,5.3,2.5,91.64,0.55
10473,12.22,2.2,63.38,0.29
10474,6.89,1.4,89.3,0.36
10475,9.36,2.2,96.05,0.38
10476,13.43,2.5,94.77,0.29
10477,13.08,1.8,21.13,0.21
10478,11.3,1.9,17.19,0.28
10479,12.84,1.4,67.84,0.17
10480,6.53,1.8,80.33,0.42
10481,14.12,5.0,83.24,0.58
10482,3.39,1.7,99.05,0.51
10483,11.32,1.8,57.28,0.27
10484,16.17,1.1,98.78,0.02
10485,11.14,4.0,28.37,0.55
10486,4.22,2.0,68.0,0.52
10487,1.59,4.4,30.87,0.91
10488,10.24,2.4,9.1,0.38
10489,10.22,4.3,90.84,0.62
10490,3.39,4.8,4.01,0.9
10491,6.18,2.6,13.36,0.53
10492,2.55,3.0,2.41,0.7
10493,15.38,2.3,25.17,0.2
10494,16.39,5.0,56.14,0.5
10495,2.04,2.2,17.56,0.62
10496,8.32,4.8,9.29,0.74
10497,6.36,4.3,46.27,0.74
10498,15.22,1.8,15.09,0.14
10499,15.95,4.0,27.92,0.39
10500,8.37,3.4,95.16,0.56
10501,3.8,1.5,19.84,0.47
10502,10.48,4.0,53.19,0.57
10503,7.76,4.4,52.32,0.71
10504,14.39,1.7,67.59,0.16
10505,1.18,4.3,51.71,0.91
10506,4.69,1.4,23.27,0.43
10507,14.88,3.1,13.87,0.31
10508,8.75,4.6,83.67,0.7
10509,4.51,4.3,57.49,0.8
10510,6.33,4.5,52.31,0.77
10511,2.16,3.3,8.71,0.75
10512,3.06,3.1,43.77,0.7
10513,10.23,4.1,7.26,0.59
10514,7.5,3.9,49.33,0.65
10515,7.33,3.0,75.74,0.55
10516,9.46,1.6,22.23,0.3
10517,5.57,1.6,8.82,0.43
10518,16.45,3.8,6.67,0.35
10519,8.46,4.1,72.79,0.65
10520,6.07,3.8,61.95,0.69
10521,12.78,4.1,48.56,0.51
10522,8.48,2.9,5.39,0.5
10523,1.46,3.9,61.81,0.85
10524,10.35,2.0,63.12,0.32
10525,16.29,1.4,56.17,0.06
10526,6.13,3.4,20.5,0.63
10527,14.02,4.1,55.45,0.47
10528,8.52,4.7,99.48,0.72
